full_name,q,e,i,om,w
"    65 Cybele",3.041098299793671,.1120460171667702,3.564035589294996,155.6184006106151,102.8303094043522
"    76 Freia",2.847459923968404,.1660108345920056,2.121335009064183,204.3009015777527,252.2670693591987
"    87 Sylvia",3.156832729506696,.09340361795303077,10.87598388114997,73.04064564836101,263.5897222057021
"   107 Camilla",3.263324405342257,.06510884804542941,10.00145377994323,172.5826437698271,306.3969968637704
"   108 Hecuba",3.057332416249037,.05564043053842509,4.220237427878091,349.9785250876486,206.0038771670127
"   121 Hermione",3.012122019819076,.1298387136186397,7.584409652818819,73.1127249896473,296.8740192821004
"   122 Gerda",3.122476348428907,.03126638887128721,1.640572931269332,178.1228414532077,321.4880705434126
"   153 Hilda",3.420813595297199,.140283370355769,7.824733948575581,228.1318884450834,39.05006068397871
"   168 Sibylla",3.123959396375361,.07406997855732478,4.669318303167056,205.960016806984,175.3661228968884
"   190 Ismene",3.322220903490063,.1667079239858134,6.176684908644778,175.4558532372149,271.1249656470371
"   225 Henrietta",2.497914814853267,.2636020144589659,20.85486075386599,197.0489041951382,103.745280988074
"   229 Adelinda",2.948929400846434,.1391252998827244,2.076566303679936,28.01301985820326,310.3199443848357
"   260 Huberta",3.073817379005515,.1101385922257928,6.413075089119474,164.96493589593,179.7699541945291
"   279 Thule",4.091199107280987,.04251972403060249,2.334383543051624,71.92004100143009,24.48352880617809
"   300 Geraldina",3.019485283705996,.05744390297354898,.7319049889433905,42.64750150321444,324.7204629776897
"   319 Leona",2.66686037304279,.2165423275086029,10.56291545961267,184.9363689221019,228.0960411327617
"   325 Heidelberga",2.728930598130928,.1535897354660988,8.548030150500333,344.3566923027577,69.49691834344337
"   334 Chicago (1892 L)",3.79612195535946,.02376148927566605,4.643531633746236,130.1687500554373,149.8270939205595
"   361 Bononia (1893 P)",3.120713405777929,.2120207003136531,12.61690744345442,18.85457349341529,68.54015473409393
"   381 Myrrha (1894 AS)",2.934243897789131,.09014826156139401,12.55828184606266,125.0757257702316,143.6004378716482
"   401 Ottilia (1895 BT)",3.236684696946687,.03177494675034721,5.964241786823024,36.05899568026366,299.4668085374343
"   414 Liriope (1896 CN)",3.253192761516939,.07271713909261902,9.55699557159106,110.570825215364,318.7155217333977
"   420 Bertholda (1896 CY)",3.312260514930347,.02960704420485337,6.689402856490957,242.6418926167007,235.4154860154766
"   436 Patricia (1898 DT)",2.98147523295445,.06885813666090705,18.50358061409682,351.3143450405877,41.05808542842276
"   466 Tisiphone (1901 FX)",3.045296333000154,.09222752206457513,19.11641317673745,290.8498483794099,250.6076698169499
"   483 Seppina (1902 HU)",3.248529969572088,.05119724665634746,18.75277418571427,173.9311578407028,162.1215382950989
"   499 Venusia (1902 KX)",3.140962019642464,.2160912837731358,2.092649003562668,256.2444085839678,174.8139542109845
"   522 Helga (1904 NC)",3.311690842996881,.08634520732640215,4.420097924564435,116.5705604677217,248.2494555418349
"   528 Rezia (1904 NS)",3.322348193494598,.02117100094244915,12.70834189415821,49.53435077571738,349.7645528376879
"   536 Merapi (1904 OF)",3.195856740588683,.08664397209804522,19.42299945867041,59.21685060176519,295.4739701920284
"   545 Messalina (1904 OY)",2.658745100352248,.1698581174260433,11.20435194024047,333.6004744406424,330.9537809178847
"   566 Stereoskopia (1905 QO)",2.973148806927119,.1197647942259279,4.894563059975833,79.55334485797415,299.5518386084723
"   570 Kythera (1905 QX)",3.013490390349896,.1183470692248148,1.817015851651538,223.341390965741,161.3980060864659
"   580 Selene (1905 SE)",2.947063076482931,.08665033613225465,3.671281610538022,98.91286492106973,338.5380874314791
"   581 Tauntonia (1905 SH)",3.102027425764456,.03398073760411389,21.89764649050915,102.452361071127,26.28158640118533
"   595 Polyxena (1906 TZ)",3.003935261152495,.06352502021490551,17.82763003069348,23.88236119542225,279.5224007507242
"   643 Scheherezade (1907 ZZ)",3.170338184631248,.05690148513359237,13.76833080694908,252.1757565507151,230.2339133349627
"   645 Agrippina (1907 AG)",2.768156002993378,.1415198229656092,7.027795817929714,359.6930519192977,85.97809635643343
"   648 Pippa (1907 AE)",2.56230995773069,.2001174456810401,9.880833557922211,290.8475510895981,179.9746306265245
"   692 Hippodamia (1901 HD)",2.814621872738694,.1687862930413292,26.07342381915149,63.46972589374952,53.98536471875835
"   713 Luscinia (1911 LS)",2.869466253058577,.1554046661597569,10.34409464669661,217.4852833102351,138.1406178982236
"   721 Tabora (1911 MZ)",3.13843716608187,.1169330412090622,8.320081582955712,38.40031949260434,352.5722828495718
"   733 Mocia (1912 PF)",3.201129882364481,.05852347829046924,20.28505167461133,340.9838185161099,189.7202697927454
"   745 Mauritia (1913 QX)",3.133184790130665,.0400083864124067,13.32357410253763,125.6811498476515,26.74704709895067
"   748 Simeisa (1913 RD)",3.204534050046051,.1881429191443945,2.258712308487003,265.4647673132798,177.7271209311378
"   764 Gedania (1913 SU)",2.899975622571942,.09413063535295756,10.01753401334194,258.9377655900499,156.6451526772767
"   777 Gutemberga (1914 TZ)",2.874505693366817,.1097353988425781,12.94199482058365,283.2705225229354,264.4378567509146
"   781 Kartvelia (1914 UF)",2.83968795193039,.1171616623194894,19.15684551062797,138.0903689263392,156.168257764389
"   790 Pretoria (1912 NW)",2.887732983467836,.152653565661691,20.533651837929,252.033655793943,38.68284835084793
"   803 Picka (1915 WS)",2.992879632637293,.06562873119467012,8.666484820825936,250.9509419971704,58.55614189856931
"   806 Gyldenia (1915 WX)",2.965769850548267,.0773179654648556,14.20152233709452,43.83363513485246,121.2671517363255
"   830 Petropolitana (1916 ZZ)",3.000163770721146,.06493631911389613,3.802799667509198,340.2792973695749,90.93998079540606
"   835 Olivia (1916 AE)",2.936600945676429,.0875421722968556,3.699774660869027,308.4845152260656,66.97226996082394
"   842 Kerstin (1916 AM)",2.859725621726443,.1164937859959758,14.4958813696372,5.400752896593601,352.4904701012294
"   844 Leontina (1916 AP)",2.981849969476218,.06933997153585519,8.776041608924718,348.6882229377967,353.1982000997869
"   859 Bouzareah (1916 c)",2.87155106626473,.1092210720760928,13.50386931465798,35.68327594172087,21.73971193740928
"   863 Benkoela (1917 BH)",3.109393598782767,.02893819190207004,25.41689177977909,116.9244297313142,97.39298991476832
"   892 Seeligeria (1918 DR)",2.890777766281238,.1041966844640988,21.32732814049157,175.9006897761769,286.297537085362
"   895 Helio (1918 DU)",2.737109770218724,.1449097171151133,26.07941258351296,264.6871231808458,177.7844842458794
"   903 Nealley (1918 EM)",3.093128105350111,.04515117652146445,11.78000902306297,159.3798821299386,234.1903056397393
"   909 Ulla (1919 FA)",3.221693750462107,.0905610384771839,18.79705962629987,146.3521605416936,232.6371592597716
"   927 Ratisbona (1920 GO)",2.947593674491447,.08701678755679032,14.57244402349686,7.68871748480994,171.3627644910813
"   940 Kordula (1920 HT)",2.79396244643212,.1698782407121072,6.242753354556528,66.31986138384153,283.5052598661904
"   958 Asplinda (1921 KC)",3.249351481411098,.1845755987502227,5.628800896120345,343.1191646038973,92.9499460899485
"   973 Aralia (1922 LR)",2.852187750054021,.112001074244035,15.82834806296639,348.4388187792117,87.85629279004621
"   976 Benjamina (1922 LU)",2.874362228137089,.1020305088985529,7.712095857473505,243.7604789064194,319.6021398876085
"   978 Aidamina (1922 LY)",2.460731905064938,.2321042487372387,21.60574068186286,216.5669649423426,132.4479634378655
"  1001 Gaussia (1923 OA)",2.818775638899134,.1222034369323663,9.317999901439963,259.1485366205812,145.2351976313805
"  1004 Belopolskya (1923 OS)",3.101960569642105,.08811670950387952,2.97931910039803,153.5183710687571,214.7019902877701
"  1015 Christa (1924 QF)",2.924314779738865,.08785670054887267,9.446286957537254,120.1462248279054,286.5816649831302
"  1028 Lydina (1923 PG)",3.044715306303799,.1057018204680892,9.394271952817343,62.82727818817726,24.41365805402433
"  1038 Tuckia (1924 TK)",3.102487514447582,.2211990153976488,9.182332213246383,57.75554788870603,304.9494034966527
"  1042 Amazone (1925 HA)",2.950468438713165,.08762208303681938,20.7134502082634,52.41660902086034,298.0636094388144
"  1051 Merope (1925 SA)",2.893157590675741,.1000031909526181,23.50591930400281,180.695658641585,153.0516186409696
"  1070 Tunica (1926 RB)",2.97469717014399,.07978869466675184,16.96065900419806,165.2940135422755,190.411112912066
"  1091 Spiraea (1928 DT)",3.177035133426103,.06941183974870055,1.152362537824778,80.82496180418684,12.53420601103169
"  1101 Clematis (1928 SJ)",2.976283118856741,.07924373045802371,21.41286759124121,201.9539302004891,106.7639764468524
"  1109 Tata (1929 CU)",2.908335116585468,.09863387452787595,4.12055818834807,268.0740221971259,359.7620688115876
"  1118 Hanskya (1927 QD)",3.070562625131557,.04399932767348623,13.95442904571564,318.7168827337557,336.4054772672179
"  1144 Oda (1930 BJ)",3.431617307150646,.08962323548432848,9.736650357282972,156.4069224553211,219.0407042815298
"  1154 Astronomia (1927 CB)",3.152588142166252,.07103118840130415,4.531951959553655,82.50549214223125,204.5591541254217
"  1162 Larissa (1930 AC)",3.509758857417416,.1060574223504036,1.874626512750265,39.65987619151251,207.111437439498
"  1163 Saga (1930 BA)",3.079269113663226,.04264871011256497,9.024407458810208,127.5157438425438,199.7224524759949
"  1167 Dubiago (1930 PB)",3.178555549522743,.06893289952798598,5.747240875327235,223.3947270911173,72.23566874264988
"  1175 Margo (1930 UD)",2.992442423765614,.06873883226943273,16.3091367634963,237.1807694424526,102.4156993530664
"  1177 Gonnessia (1930 WA)",3.254510188786673,.03085868263912663,15.04583367686374,252.1347165952218,248.5228627660667
"  1180 Rita (1931 GE)",3.370639424099052,.1583409033504964,7.193142397938069,88.27877371207741,206.9128227937033
"  1202 Marina (1931 RL)",3.332063120048085,.1669949195940962,3.332707232191348,49.86737106508735,307.4032660483197
"  1212 Francette (1931 XC)",3.197394634740687,.190365974266424,7.591963929114395,149.5616959488665,348.258681727325
